ADOPT,Adoption_1,Adoption_2,Adoption_3,AFFECT,Affect_1,Affect_2,Affect_3,Affect_4,Affect_5,Affect_6,AGE,AROUSAL,Arousal_1,Arousal_2,Arousal_3,Arousal_4,Arousal_5,Arousal_6,ATTITUDE,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Browser,BrowserCode_Safari,BrowserCode_SafariIphone,BrowserVersion,Clicks_High,Clicks_Low,comm1,comm2,comm3,comm4,comm5,comm6,COMMENTBOX,COMMUNCATION,control1,control2,control3,control4,control5,CONTROL,COURSES,DOMINANCE,Dominance_1,Dominance_2,Dominance_3,Dominance_4,Dominance_5,Dominance_6,DURATION_BOOK,DURATION_SURVEY,EASE,Ease_1,Ease_2,Ease_3,Ease_4,education,efficacy1,efficacy2,efficacy3,EFFICACY,EndDate,FlashVersion,Hours_Dig,Hours_Int,Hours_Read,Income,INT_MANIP,INTLEVEL,involve1,involve2,involve3,involve4,INVOLVEMENT,IPAD,iPAD_D,IPAddress,Java,KINDLE,Kindle_D,know1,know2,Native,num_books,OperatingSystem,PERCINT,PLEASURE,Pleasure_1,Pleasure_2,Pleasure_3,Pleasure_4,Pleasure_5,Pleasure_6,PRIOR_KNOW,PU_PRINT,pup1,pup2,pup3,QualtricsID,RAttitude_1,RAttitude_2,RAttitude_3,RAttitude_4,READATTITUDE,Resolution,RISK,Risk_1,Risk_2,Risk_3,Risk_4,SEX,StartDate,StudyID,SurveyLength,SYNCH,Synchronic1,Synchronic2,Synchronic3,Synchronic4,Synchronic5,Think_Book,Think_Stud,TimeFirst_High,TimeFirst_Low,TimeLast_High,TimeLast_Low,TimeSubmit_High,TimeSubmit_Low,USEFUL,Usefulness_1,Usefulness_2,Usefulness_3,Usefulness_4,UserAgent,VIVID,Vividness_1,Vividness_2,Vividness_3,year_born,DigitalNative,INVOLVEMENT_Involvement_binned,PERCINT_Involvement_binned,READATTITUDE_Involvement_binned,RISK_Involvement_binned,INVOLVEMENT_bin,PERCINT_bin,READATTITUDE_bin,RISK_bin
3.33333333333333,2,3,5,4.16666666666667,4,4,4,4,4,5,20,4.5,5,5,5,4,3,5,4.75,5,4,5,5,MSIE,0,0,9,2, ,5,5,4,4,5,5,2,4.6,5,6,6,5,3,5,20,4.83333333333333,4,5,5,5,4,6,39.557,.6447222,5.25,5,6,5,5,4,5,5,5,5,11/30/2011,11.1.102.55,10,30,20,6,3,1,4,6,5,4,4.75,0,0,128.180.230.8,1,0,0,4,4,0,2,Windows NT 6.1,-.368775845333333,4,4,4,3,5,5,3,4,5,5,5,5,R_1Ch6QJC6GgANzJW,4,5,6,5,5,1366x768,1,1,1,1,1,0,11/30/2011,164,0:38:41,4.8,6,3,4,5,6,I thought that there was way too much information on each page and the font size and spacing needs work because it is somewhat hard to read. Furthermore the pages looked very bare and if it cost money I doubt many people would purchase it. The information did seem helpful and credible but appearances still matter., ,2.605, ,42.1609999999999, ,42.162, ,5,5,5,5,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/1; MASM; .NET4.0C; Zune 4.7; InfoPath.3),4.33333333333333,4,4,5,1991,1,2,1,1,1,2,1,1,1
4,4,4,4,5,5,5,5,5,5,5,20,4.16666666666667,5,3,3,4,5,5,5,5,5,5,5, ,0,0, , ,2,5,5,4,5,5,5, ,4.8,5,5,5,3,5,4.6,3,5,5,5,5,5,5,5,180.617,.50027776,6,6,6,6,6,3,3,5,5,4.33333333333333,12/1/2011, ,23,50,25,1,3,0,5,6,6,6,5.75,0,0,173.23.73.245, ,0,0,5,4,0,3, ,-.285442512,5,5,5,5,5,5,5,4.5,6,6,6,6,R_0V8m8f4iwVv6nsw,5,5,5,5,5, ,2,2,2,2,2,1,12/1/2011,510,0:30:00,5,5,5,5,5,5,it was interesting and easy to use, , ,4.951, ,185.561999999999, ,185.568,5.75,5,6,6,6, ,3.66666666666667,4,3,4,1991,1,2,1,1,1,2,1,1,1
4,4,4,4,4.83333333333333,5,4,5,6,4,5,18,3,2,2,4,4,3,3,4.75,5,5,4,5,MSIE,0,0,8,3, ,5,5,3,5,5,3,2,4.6,5,5,4,3,3,4,3,4,5,3,3,3,4,6,21.641,.23194444,4.5,5,5,5,3,3,7,7,7,7,12/1/2011,10.0.45.2,2,1,1,2,5,1,3,5,4,5,4.25,0,0,67.208.236.112,1,0,0,2,2,0,3,Windows NT 5.1,-.452109178666667,5,6,4,5,5,4,6,2,3.66666666666667,4,4,3,R_1GLi70EeURCLEZS,5,5,5,4,4.75,1024x768,4.5,4,5,5,4,0,12/1/2011,222,0:13:54,5,6,6,5,4,4,liked it,worked good,10.14, ,31.718, ,31.781, ,4,4,4,4,4,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; FunWebProducts; SearchToolbar 1.2; BO1IE8_v1;ENUS),4,3,5,4,1993,1,1,1,1,2,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,20,4,4,4,4,4,4,4,4,4,4,4,4,Safari iPhone,1,1,5.0.2, ,1,4,4,4,4,4,4, ,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,23.58,.24055555,4,4,4,4,4,3,4,4,4,4,11/28/2011,-1,3,3,3,1,4,0,4,4,4,4,4,0,0,166.137.13.166,0,0,0,4,4,0,3,CPU iPhone OS 4_3_5 like Mac OS X,-1.06322028977778,4,4,4,4,4,4,4,4,4,4,4,4,R_cTvHDj1AXBty9Ra,4,4,4,4,4,320x480,4,4,4,4,4,1,11/28/2011,338,0:14:26,4,4,4,4,4,4,Idk,Nope, ,65.629, ,65.629, ,89.209,4,4,4,4,4,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5",4,4,4,4,1991,1,1,1,1,2,1,1,1,2
2,1,1,4,1,1,1,1,1,1,1,21,1.5,2,2,2,1,1,1,3.25,3,4,3,3,Chrome,0,0,15.0.874.121, ,2,3,4,2,4,4,4, ,3.4,2,6,6,4,6,4.8,16,4,4,4,4,4,4,4,29.798,.28777778,3.75,3,2,5,5,3,2,1,1,1.33333333333333,11/28/2011,11.1.102,1.5,40,2,1,4,0,2,6,4,4,4,0,0,71.96.81.60,1,1,1,4,5,0,1,WOW64,-1.36877584533333,2.5,3,2,3,3,3,1,4.5,5,5,4,6,R_786jpG27zxEJtdi,3,5,3,5,4,1366x768,5.5,3,6,7,6,0,11/28/2011,320,0:17:16,3.6,5,6,3,1,3,the screen and small words make my eyes hurt,no, ,1.784, ,31.5769999999999, ,31.582,4,5,5,4,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",3.33333333333333,5,3,2,1990,1,1,1,1,2,1,1,1,2
2,1,1,4,4,4,4,4,4,4,4,24,2.16666666666667,4,4,2,1,1,1,2.5,1,4,1,4,Firefox,0,0,9,6, ,4,4,2,4,5,3,2,3.8,4,5,4,4,4,4.2,33,4,4,4,4,4,4,4,29.959,.18611111,4,4,4,4,4,4,4,7,7,6,12/1/2011,11.1.102,2,30,3,2,4,1,4,4,4,4,4,0,0,96.246.40.130,1,0,0,5,5,0,3,WOW64,-.702109178666667,2.83333333333333,4,2,2,4,4,1,5,4,4,4,4,R_8Ag30AXg363drYE,4,4,4,4,4,1366x768,4,4,4,4,4,1,12/1/2011,221,0:11:09,4.8,5,5,5,5,4,I was impartial to it,no,6.819, ,36.774, ,36.778, ,4,4,4,4,4,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:9.0) Gecko/20100101 Firefox/9.0,4,4,4,4,1987,1,1,1,1,2,1,1,1,2
2.66666666666667,4,2,2,3.83333333333333,3,5,4,5,2,4,23,1.83333333333333,4,2,1,1,2,1,2.5,1,2,4,3,Chrome,0,0,17.0.942.0,2, ,3,2,2,4,1,5,2,2.4,2,4,5,3,3,3.4,20,3.16666666666667,2,4,2,5,2,4,30.024,.1475,2.5,2,2,3,3,3,4,4,5,4.33333333333333,11/30/2011,11.2.202,5,40,20,4,4,1,3,5,4,4,4,1,1,24.8.161.150,1,0,0,4,3,0,0,WOW64,-1.785442512,2.66666666666667,3,4,2,2,4,1,3.5,4,4,4,4,R_cAN5xV6uDlBqE6M,3,4,3,3,3.25,1600x1200,3.25,4,1,5,3,0,11/30/2011,155,0:08:50,3.4,5,3,4,3,2,not sure,n/a,1.162, ,31.185, ,31.186, ,3,4,5,1,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/17.0.942.0 Safari/535.8",2.33333333333333,4,2,1,1988,1,1,1,1,2,1,1,1,2
5.33333333333333,7,4,5,4.66666666666667,7,4,2,5,4,6,18,5.66666666666667,7,7,4,5,5,6,6,7,6,7,4,Chrome,0,0,15.0.874.121,2, ,2,7,7,2,2,6,2,4,5,4,2,7,6,4.8,5,5.33333333333333,7,5,6,7,5,2,45.54,.275,3.5,3,4,6,1,3,5,4,5,4.66666666666667,12/2/2011,11.1.102,10,30,1,2,7,1,3,5,4,3,3.75,0,0,143.236.156.171,1,0,0,4,4,0,1,WOW64,-.535442512,6,7,7,5,4,6,7,4,3.33333333333333,4,4,2,R_8joRLKEyPvguLWI,7,2,3,6,4.5,1366x768,4.75,2,6,4,7,0,12/2/2011,277,0:16:30,4.4,7,4,6,2,3,i thought it was ok i could live without it /,it was kind interesting but i would have never done it if i werent getting any swagbucks,6.259, ,51.796, ,51.799, ,4.75,7,4,2,6,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4.66666666666667,7,2,5,1993,1,1,1,1,2,1,1,1,2
4,4,4,4,4.33333333333333,4,4,4,4,5,5,24,4,4,4,4,4,4,4,4,4,4,4,4,Firefox,0,0,8,3, ,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,62.832,.18916667,4,4,4,4,4,3,4,4,4,4,12/1/2011,11.1.102,1,1,3,1,4,1,4,4,4,4,4,0,0,50.51.145.31,1,0,0,1,1,0,1,rv:8.0,-1.06322028977778,4,4,4,4,4,4,4,1,4,4,4,4,R_eqE9u2u17sKO4bq,4,4,4,4,4,1280x800,4,4,4,4,4,1,12/1/2011,195,0:11:21,4,4,4,4,4,4,It was ok,no,26.032, ,88.847, ,88.864, ,4,4,4,4,4,Mozilla/5.0 (Windows NT 6.0; rv:8.0) Gecko/20100101 Firefox/8.0,4,4,4,4,1987,1,1,1,1,2,1,1,1,2
4,5,4,3,4.16666666666667,5,4,3,4,5,4,23,4.16666666666667,4,4,3,5,4,5,4,5,4,3,4,Firefox,0,0,8.0.1,2, ,5,3,4,3,4,5,3,3.8,5,4,5,5,3,4.4,64,3.83333333333333,5,4,3,4,3,4,74.306,.17694445,4,5,4,3,4,4,5,3,4,4,12/1/2011,11.1.102,5,10,3,6,5,1,4,5,3,4,4,1,1,71.239.41.229,1,0,0,5,4,0,3,Intel Mac OS X 10.7,-1.17433140088889,4.5,5,4,5,5,3,5,4.5,4,5,4,3,R_bOv26XF20EeHJje,5,4,3,4,4,1680x1050,4,5,4,3,4,0,12/1/2011,203,0:10:37,3.6,5,3,3,3,4,I thought it was interesting and offered a good description of the activities and things to do in australia.,i thought it was efficient and straight to the point.,3.145, ,77.449, ,77.451, ,4,5,4,3,4,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,4,5,4,3,1988,1,1,1,1,2,1,1,1,2
2,2,2,2,3,3,3,3,3,3,3,21,3,3,3,3,3,3,3,3.75,3,4,4,4,Firefox,0,0,3.6.24, ,4,3,3,3,3,4,4, ,3.2,2,2,3,4,3,2.8,24,3.66666666666667,3,3,5,4,4,3,75.347,.48166665,4,4,4,4,4,3,4,4,3,3.66666666666667,11/29/2011,10.2.152,.4,20,2,3,4,0,3,5,3,3,3.5,0,0,74.215.92.88,0,0,0,3,3,0,6,Windows NT 6.0,-1.75766473422222,2.83333333333333,3,3,3,3,3,2,3,5,5,5,5,R_9B3Q9rtVls47xBy,5,5,5,5,5,1280x800,4.5,5,5,5,3,1,11/29/2011,432,0:28:53,4,4,4,4,4,4,"i like to turn pages, i dont like digital",nope, ,4.884, ,80.227, ,80.231,4,5,4,4,3,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24,3.33333333333333,4,4,2,1990,1,1,1,1,2,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,21,4.5,5,4,5,5,4,4,4,4,4,4,4, ,0,0, ,2, ,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,75.921,.21138889,4,4,4,4,4,4,4,4,4,4,12/2/2011, ,1,3,1,2,4,1,4,4,4,4,4,1,1,208.48.246.11, ,0,0,2,6,0,5, ,-1.06322028977778,4.16666666666667,4,4,4,4,4,5,4,4,4,4,4,R_6JR6wSaLVOSiptG,4,4,4,4,4, ,4,4,4,4,4,0,12/2/2011,264,0:12:40,4,4,4,4,4,4,It's a great idea to provide our lifes.,It's very important.,5.722, ,81.6409999999999, ,81.643, ,4,4,4,4,4, ,4,4,4,4,1990,1,1,1,1,2,1,1,1,2
1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,Chrome,0,0,15.0.874.121,3, ,4,4,4,4,4,4,2,4,4,4,4,4,4,4,6,5,1,7,7,1,7,7,78.227,.1875,4,4,4,4,4,3,4,4,4,4,12/1/2011,11.1.102,0,8,2,1,4,1,1,1,1,1,1,0,0,99.153.182.245,1,0,0,1,1,0,2,WOW64,-1.06322028977778,1,1,1,1,1,1,1,1,4,4,4,4,R_dcKOcsXWrKBeT4M,1,1,1,1,1,1366x768,4,4,4,4,4,0,12/1/2011,220,0:11:15,4,4,4,4,4,4,Not interested,no,4.477, ,82.704, ,82.704, ,4,4,4,4,4,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",1,1,1,1,1992,1,1,1,1,2,1,1,1,2
4,4,4,4,3.83333333333333,4,5,5,3,3,3,22,3.16666666666667,4,4,3,3,2,3,4,4,4,4,4,MSIE,0,0,8,2, ,4,5,4,3,5,4,2,4.2,5,5,5,4,4,4.6,50,4,4,4,4,4,4,4,81.515,.1625,3.5,4,4,3,3,3,5,5,5,5,12/1/2011,11.0.1.152,20,30,16,4,5,1,4,4,4,4,4,0,0,98.253.216.243,1,0,0,4,4,0,5,Windows NT 5.1,-.618775845333333,3.66666666666667,4,4,4,4,4,2,4,5,5,5,5,R_2fBe6IWMtgr7BQ0,3,5,4,4,4,1280x768,4,4,5,4,3,1,12/1/2011,219,0:09:44,4.4,4,4,5,5,4,-,-,10.141, ,91.656, ,91.656, ,4,4,3,5,4,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2),3.66666666666667,4,4,3,1989,1,1,1,1,2,1,1,1,2
4,4,4,4,4.33333333333333,5,4,5,4,3,5,19,4,4,4,4,4,4,4,4,4,4,4,4,Safari,1,0,5.1.1,2, ,4,4,4,4,4,4,2,4,4,4,4,4,4,4,16,4,4,4,4,4,4,4,88.822,.74777776,4,4,4,4,4,3,4,4,4,4,12/1/2011,10.3.183,4,2,2,2,4,1,4,4,4,4,4,1,1,74.195.226.175,1,0,0,5,5,0,8,Intel Mac OS X 10_6_8,-1.06322028977778,4,4,4,4,4,4,4,5,4,4,4,4,R_3kHKnPiCoe3y124,4,4,4,4,4,1280x800,4,4,4,4,4,0,12/1/2011,243,0:44:52,4,4,4,4,4,4,it was informative,i enjoyed the marine biology aspects,10.849, ,99.668, ,99.671, ,4,4,4,4,4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",4,4,2,6,1992,1,1,1,1,2,1,1,1,2
1.33333333333333,1,1,2,4,5,4,4,4,4,3,22,3.66666666666667,3,5,3,5,3,3,5,5,5,5,5, ,0,0, , ,2,3,2,5,2,6,2, ,3.6,6,5,6,5,3,5,32,4.16666666666667,5,5,5,2,5,3,125.774,.52,5.25,6,5,5,5,3,3,5,5,4.33333333333333,12/1/2011, ,4,40,6,4,2,0,3,5,4,3,3.75,1,1,24.5.146.39, ,0,0,3,3,0,0, ,-.979886956444445,4.83333333333333,5,5,5,5,6,3,3,6.33333333333333,7,6,6,R_eEUvkcjJRzSRcvq,5,5,5,5,5, ,4.5,5,4,4,5,1,12/1/2011,533,0:31:12,4.2,2,5,4,5,5,"it was okay, but the design could have been a little more pleasing", , ,4.634, ,130.404, ,130.408,5.75,6,6,6,5, ,4,4,4,4,1989,1,1,1,1,2,1,1,1,2
4,5,4,3,4,5,5,3,4,4,3,19,3.83333333333333,5,4,4,5,2,3,4,5,3,3,5,Firefox,0,0,8,2, ,6,4,3,4,5,2,2,4.4,5,6,3,3,3,4,12,3.66666666666667,3,5,3,5,3,3,133.489,.14277777,4.75,6,4,5,4,3,6,5,6,5.66666666666667,12/1/2011,11.0.1,14,20,15,3,3,1,5,4,5,2,4,0,0,208.38.109.228,1,0,0,6,6,0,0,WOW64,-.840998067555555,4.33333333333333,5,4,5,3,4,5,6,5.66666666666667,6,5,6,R_1S2cWqkgnyREEE4,6,4,4,5,4.75,1366x768,4,6,4,2,4,0,12/1/2011,217,0:08:34,4.4,5,4,4,4,5,I did not personally like it I thought it was poorly made and not worth reading.,Nope,7.981, ,141.463, ,141.47, ,4.5,6,5,4,3,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,4.66666666666667,7,3,4,1992,1,1,1,1,2,1,1,1,2
3.33333333333333,3,3,4,3.66666666666667,4,3,3,5,3,4,21,4,4,3,5,4,4,4,3.75,4,3,5,3,Safari iPhone,1,1,5.0999999999999996, ,2,4,5,5,3,4,5, ,4.2,5,6,4,4,5,4.8,6,4,4,3,5,4,4,4,146.865,.2188889,4.5,5,4,4,5,3,3,4,5,4,12/1/2011,-1,2,10,4,5,5,0,4,5,4,3,4,1,1,184.156.54.37,0,0,0,3,3,0,5,CPU iPhone OS 5_0 like Mac OS X,-.535442512,4,4,3,5,4,4,4,3,4,4,5,3,R_7W2fubMujNFmpRG,3,3,5,3,3.5,320x480,3.75,3,5,4,3,1,12/1/2011,541,0:13:08,4.2,3,5,4,4,5,To long,No, ,12.366, ,146.313, ,159.231,3,3,2,4,3,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A334 Safari/7534.48.3",2.66666666666667,3,4,1,1990,1,1,1,1,2,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,20,4,4,4,4,4,4,4,4,4,4,4,4,Safari,1,0,5.0999999999999996,2, ,4,4,4,4,4,4,2,4,4,4,4,4,4,4,25,4,4,4,4,4,4,4,148.111,.23305556,4,4,4,4,4,3,4,4,4,4,12/2/2011,11.0.1,0,20,4,6,4,1,4,4,4,4,4,0,0,71.10.70.241,1,0,0,2,2,0,0,Intel Mac OS X 10_7,-1.06322028977778,4,4,4,4,4,4,4,2,4,4,4,4,R_bIySXQRbM70UB5W,4,4,4,4,4,1280x800,4,4,4,4,4,1,12/2/2011,256,0:13:59,4,4,4,4,4,4,na,na,3.106, ,151.216, ,151.217, ,4,4,4,4,4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7) AppleWebKit/534.48.3 (KHTML, like Gecko) Version/5.1 Safari/534.48.3",4,4,4,4,1991,1,1,1,1,2,1,1,1,2
4,3,4,5,4.33333333333333,5,4,5,4,3,5,22,3.33333333333333,3,4,4,3,4,2,5,6,5,4,5,Firefox,0,0,8.0.1,2, ,4,6,6,4,6,6,2,5.2,5,5,5,2,6,4.6,28,3.83333333333333,3,4,5,4,4,3,168.778,.6438889,5.75,6,6,5,6,3,3,5,6,4.66666666666667,12/1/2011,11.0.1,2.5,5,4,2,5,1,4,6,3,5,4.5,0,0,184.15.23.227,1,0,0,4,5,0,4,rv:8.0.1,-.285442512,3.66666666666667,3,4,5,3,4,3,4.5,4,5,2,5,R_9Wy2eV26yuO2AqU,6,5,4,5,5,1280x800,3.25,4,3,2,4,1,12/1/2011,218,0:38:37,5,4,6,5,5,5,"The book appeared more like a digital travel guide or brochure than any non-fictional book. It was advertising Australia to American tourists. It didn't come off very exciting or colorful, just black-and-white facts.","Some questions seemed irrelevant or unnecessary. For example, nobody is going to be depressed about buying a digital copy of the book.",8.524, ,177.296, ,177.302, ,4.25,5,5,4,3,Mozilla/5.0 (Windows NT 6.0; rv:8.0.1) Gecko/20100101 Firefox/8.0.1,4.66666666666667,5,5,4,1989,1,1,1,1,2,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,19,4,4,4,4,4,4,4,4,4,4,4,4,Safari iPhone,1,1,5.0999999999999996,0, ,4,4,4,4,4,4,2,4,4,4,4,4,4,4,11,4,4,4,4,4,4,4,170.898,.26083332,4,4,4,4,4,3,4,4,4,4,11/28/2011,-1,2,2,2,1,4,1,4,5,4,4,4.25,0,0,74.131.238.183,0,0,0,5,3,0,0,CPU iPhone OS 5_0_1 like Mac OS X,-1.06322028977778,4,4,4,4,4,4,4,4,4,4,4,4,R_2rttjTBSGvUNOv2,4,4,4,4,4,320x480,4,4,4,4,4,0,11/28/2011,14,0:15:39,4,4,4,4,4,4,N/A,It takes a lot of work and good habits,0, ,0, ,170.898, ,4,4,4,4,4,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",4,4,4,4,1992,1,1,1,1,2,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,18,4,4,4,4,4,4,4,4,4,4,4,4,Safari iPhone,1,1,5.0999999999999996, ,9,4,4,4,4,4,4, ,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,249.301,.28694445,4,4,4,4,4,3,4,4,4,4,12/1/2011,-1,15,30,15,1,4,0,4,4,4,4,4,0,0,138.49.234.87,0,0,0,4,4,0,1,CPU iPhone OS 5_0_1 like Mac OS X,-1.06322028977778,4,4,4,4,4,4,4,4,4,4,4,4,R_beEmUmnr0N1IF0M,4,4,4,4,4,320x480,4,4,4,4,4,0,12/1/2011,527,0:17:13,4,4,4,4,4,4,Good,No, ,1.744, ,230.902, ,251.045,4,4,4,4,4,"Mozilla/5.0 (iPod; CPU iPhone OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",4,4,4,4,1993,1,1,1,1,2,1,1,1,2
4,5,4,3,4.5,6,5,4,3,4,5,23,3.83333333333333,3,4,5,4,3,4,4,5,4,3,4, ,0,0, , ,2,5,4,5,4,5,4, ,4.6,5,4,5,4,5,4.6,10,3.5,4,3,4,3,4,3,308.967,.81083333,4,3,4,5,4,3,5,4,3,4,11/28/2011, ,2,3,1,6,5,0,4,3,4,5,4,0,0,174.125.172.173, ,0,0,1,1,0,0, ,-.757664734222222,3.83333333333333,3,4,5,4,3,4,1,4,5,4,3,R_5nd90Tfc7qk42C8,5,4,4,4,4.25, ,4.5,5,4,5,4,1,11/28/2011,351,0:48:38,4.2,3,4,5,4,5,No comment,No comment, ,2.602, ,311.565, ,311.569,4,5,4,3,4, ,4,5,4,3,1988,1,1,1,1,2,1,1,1,2
3.33333333333333,4,3,3,4.33333333333333,4,4,4,5,5,4,22,4.16666666666667,4,4,4,5,4,4,4.25,4,4,5,4,Firefox,0,0,6.0.2, ,4,4,5,4,4,5,3, ,4.4,4,4,4,4,4,4,20,4,4,4,4,4,4,4,401.205,.2338889,4,4,5,4,3,3,4,4,4,4,12/1/2011,11.1.102,40,40,40,1,4,0,4,4,4,4,4,0,0,129.7.156.79,1,0,0,4,4,0,0,rv:6.0.2,-1.06322028977778,4,4,4,4,4,4,4,4,4,4,4,4,R_9Qz4G9IN2ArzOx6,4,4,4,4,4,1680x1050,4,4,4,4,4,0,12/1/2011,489,0:14:02,4,4,4,4,4,4,fun,no, ,1.936, ,403.137, ,403.141,4,4,4,4,4,Mozilla/5.0 (Windows NT 6.1; rv:6.0.2) Gecko/20100101 Firefox/6.0.2,4,4,4,4,1989,1,1,1,1,2,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,20,4,4,4,4,4,4,4,4,4,4,4,4,Firefox,0,0,8,2, ,4,4,4,4,4,4,2,4,4,4,4,4,4,4,13,4,4,4,4,4,4,4,2562.175,.85555553,4,4,4,4,4,3,4,4,4,4,12/1/2011,11.1.102,2,32,1,1,4,1,4,4,4,4,4,0,0,24.99.213.199,1,0,0,1,1,0,0,WOW64,-1.06322028977778,4,4,4,4,4,4,4,1,4,4,4,4,R_eP9Mlt6FuhPrl9G,4,4,4,4,4,1366x768,4,4,4,4,4,0,11/30/2011,183,0:51:20,4,4,4,4,4,4,ok,no,4.636, ,2566.79, ,2566.811, ,4,4,4,4,4,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,4,4,4,4,1991,1,1,1,1,2,1,1,1,2
4.33333333333333,4,3,6,4.16666666666667,5,2,4,4,4,6,22,4.5,4,6,3,6,4,4,3.75,5,4,2,4,Safari,1,0,5.0.6,4, ,3,4,4,6,6,4,2,4.6,7,3,3,4,4,4.2,20,4,3,6,4,4,4,3,50.203,.25166667,3.5,3,4,6,1,4,7,1,4,4,12/2/2011,10.3.183,10,20,10,4,4,1,6,4,7,5,5.5,2,0,70.181.42.58,1,0,0,5,4,0,3,Intel Mac OS X 10_5_8,-.757664734222222,4.33333333333333,6,4,1,4,7,4,4.5,4,4,5,3,R_819NnBXHAtKs8ss,7,4,4,4,4.75,1280x800,4.25,6,3,4,4,1,12/2/2011,263,0:15:05,3,1,4,4,4,2,i hate them,no,3.948, ,54.148, ,54.151, ,4.5,4,6,3,5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3",3.33333333333333,5,2,3,1989,1,2,1,1,2,2,1,1,2
5.33333333333333,5,6,5,4.83333333333333,6,5,6,4,3,5,18,4.16666666666667,4,4,5,6,4,2,4.25,6,2,3,6,Safari,1,0,5.1.1,2, ,6,5,6,3,3,4,2,4.6,5,3,2,2,5,3.4,14,2.83333333333333,2,4,4,2,2,3,59.217,.14055556,4.5,5,4,6,3,3,3,5,5,4.33333333333333,12/2/2011,10.3.181,2,40,7,5,3,1,5,6,5,5,5.25,0,0,71.48.78.62,1,1,1,5,5,0,20,Intel Mac OS X 10_6_8,-.785442512,4.33333333333333,4,3,5,4,6,4,5,5.66666666666667,7,5,5,R_daPGMNkHF7AhKiU,2,5,4,4,3.75,1280x800,4.25,5,4,6,2,1,12/2/2011,270,0:08:26,4.8,5,5,4,6,4,"It was ok, I was not really interesed in the topic",none,3.279, ,62.495, ,62.496, ,4,6,3,5,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22",4.33333333333333,5,3,5,1993,1,2,1,1,2,2,1,1,2
